sale_id,store_id,store_name,region,product_id,product_name,category,sale_date,quantity_sold,selling_price,cost_price,return_quantity,revenue,profit
4510,108,Chennai Store,South,205,Router,Electronics,2025-01-04 03:09:00,19,375,42921,3,7125,-808374
4511,101,Kolkata Store,West,208,Microphone,Networking,2025-01-04 03:10:00,86,10429,20694,1,896894,-882790
4512,108,Chennai Store,West,214,Router,Storage,2025-01-04 03:11:00,67,37325,46205,7,2500775,-594960
4513,105,Kolkata Store,North,210,Hard Disk,Electronics,2025-01-04 03:12:00,13,4605,34105,1,59865,-383500
4514,107,Mumbai Store,East,212,Laptop,Networking,2025-01-04 03:13:00,67,49341,22211,6,3305847,1817710
4515,107,Ahmedabad Store,North,206,Monitor,Networking,2025-01-04 03:14:00,50,23189,34567,1,1159450,-568900
4516,108,Ahmedabad Store,South,214,Webcam,Storage,2025-01-04 03:15:00,9,23511,46154,4,211599,-203787
4517,104,Mumbai Store,North,212,Headphones,Electronics,2025-01-04 03:16:00,49,57621,20958,8,2823429,1796487
4518,106,Chennai Store,East,209,Webcam,Electronics,2025-01-04 03:17:00,1,39659,9577,4,39659,30082
4519,104,Delhi Store,West,208,Microphone,Electronics,2025-01-04 03:18:00,37,48569,6744,6,1797053,1547525
4520,106,Chennai Store,West,205,Printer,Accessories,2025-01-04 03:19:00,86,24599,4650,0,2115514,1715614
4521,107,Chennai Store,South,202,SSD,Accessories,2025-01-04 03:20:00,75,34472,47135,5,2585400,-949725
4522,107,Delhi Store,North,206,Printer,Wearables,2025-01-04 03:21:00,4,52209,21883,4,208836,121304
4523,101,Ahmedabad Store,North,208,Printer,Electronics,2025-01-04 03:22:00,73,46270,37697,1,3377710,625829
4524,103,Delhi Store,West,202,Smart Watch,Accessories,2025-01-04 03:23:00,76,8538,465,6,648888,613548
4525,102,Chennai Store,West,210,Microphone,Wearables,2025-01-04 03:24:00,62,20360,13874,4,1262320,402132
4526,104,Bangalore Store,North,213,SSD,Networking,2025-01-04 03:25:00,33,21310,44210,2,703230,-755700
4527,105,Bangalore Store,North,201,Headphones,Accessories,2025-01-04 03:26:00,79,43485,2191,3,3435315,3262226
4528,106,Delhi Store,West,209,Laptop,Electronics,2025-01-04 03:27:00,50,914,49668,2,45700,-2437700
4529,108,Chennai Store,West,206,Printer,Electronics,2025-01-04 03:28:00,19,40754,40366,0,774326,7372
4530,105,Pune Store,North,203,Mouse,Electronics,2025-01-04 03:29:00,35,41608,34254,0,1456280,257390
4531,103,Ahmedabad Store,East,208,Laptop,Wearables,2025-01-04 03:30:00,66,37965,41975,5,2505690,-264660
4532,106,Hyderabad Store,North,212,Hard Disk,Accessories,2025-01-04 03:31:00,70,19583,2655,9,1370810,1184960
4533,104,Hyderabad Store,North,205,Speaker,Accessories,2025-01-04 03:32:00,55,37057,5964,4,2038135,1710115
4534,101,Chennai Store,North,209,Headphones,Networking,2025-01-04 03:33:00,9,22140,18244,9,199260,35064
4535,105,Chennai Store,West,210,Laptop,Storage,2025-01-04 03:34:00,82,25772,16654,3,2113304,747676
4536,103,Chennai Store,East,204,Tablet,Electronics,2025-01-04 03:35:00,84,41185,32811,3,3459540,703416
4537,104,Hyderabad Store,South,209,Webcam,Storage,2025-01-04 03:36:00,91,14675,5081,6,1335425,873054
4538,107,Hyderabad Store,West,201,Printer,Storage,2025-01-04 03:37:00,63,42311,20024,6,2665593,1404081
4539,107,Delhi Store,East,215,Projector,Wearables,2025-01-04 03:38:00,96,25792,43823,4,2476032,-1730976
4540,104,Ahmedabad Store,South,204,Webcam,Electronics,2025-01-04 03:39:00,1,5225,43245,7,5225,-38020
4541,104,Mumbai Store,South,215,Microphone,Accessories,2025-01-04 03:40:00,22,58244,5176,7,1281368,1167496
4542,104,Delhi Store,East,202,Mouse,Networking,2025-01-04 03:41:00,13,2288,36138,8,29744,-440050
4543,106,Delhi Store,West,201,Mouse,Electronics,2025-01-04 03:42:00,54,9808,7892,1,529632,103464
4544,104,Kolkata Store,North,204,Laptop,Electronics,2025-01-04 03:43:00,27,43658,11643,3,1178766,864405
4545,105,Ahmedabad Store,East,208,Hard Disk,Electronics,2025-01-04 03:44:00,64,42029,24412,1,2689856,1127488
4546,103,Bangalore Store,North,210,Projector,Accessories,2025-01-04 03:45:00,96,16481,13953,7,1582176,242688
4547,106,Pune Store,West,206,Keyboard,Electronics,2025-01-04 03:46:00,35,46415,23969,6,1624525,785610
4548,104,Delhi Store,West,209,Headphones,Accessories,2025-01-04 03:47:00,56,41917,40522,0,2347352,78120
4549,102,Ahmedabad Store,West,204,Tablet,Accessories,2025-01-04 03:48:00,80,17982,44297,6,1438560,-2105200
4550,108,Delhi Store,South,202,Projector,Networking,2025-01-04 03:49:00,55,39324,13830,7,2162820,1402170
4551,102,Delhi Store,West,213,Smart Watch,Electronics,2025-01-04 03:50:00,76,26618,12024,4,2022968,1109144
4552,103,Kolkata Store,South,201,Headphones,Electronics,2025-01-04 03:51:00,65,41121,7236,2,2672865,2202525
4553,107,Kolkata Store,South,204,Keyboard,Accessories,2025-01-04 03:52:00,46,52824,44243,0,2429904,394726
4554,101,Ahmedabad Store,North,208,Projector,Accessories,2025-01-04 03:53:00,50,47288,1783,7,2364400,2275250
4555,101,Delhi Store,South,208,Projector,Electronics,2025-01-04 03:54:00,45,4817,18699,3,216765,-624690
4556,108,Mumbai Store,South,206,Laptop,Accessories,2025-01-04 03:55:00,32,12931,20304,7,413792,-235936
4557,107,Bangalore Store,West,213,Microphone,Accessories,2025-01-04 03:56:00,1,26044,15945,9,26044,10099
4558,106,Hyderabad Store,South,211,Hard Disk,Accessories,2025-01-04 03:57:00,44,12938,31141,7,569272,-800932
4559,106,Ahmedabad Store,West,211,Projector,Electronics,2025-01-04 03:58:00,19,14906,20674,3,283214,-109592
4560,106,Pune Store,West,210,Headphones,Storage,2025-01-04 03:59:00,15,48826,41917,2,732390,103635
4561,101,Chennai Store,South,211,Printer,Wearables,2025-01-04 04:00:00,30,52161,8937,6,1564830,1296720
4562,102,Hyderabad Store,North,210,Speaker,Electronics,2025-01-04 04:01:00,24,52162,39198,7,1251888,311136
4563,101,Bangalore Store,South,206,Projector,Accessories,2025-01-04 04:02:00,42,12854,8236,6,539868,193956
4564,105,Delhi Store,North,213,Mouse,Accessories,2025-01-04 04:03:00,92,35284,29070,3,3246128,571688
4565,104,Hyderabad Store,North,215,Mouse,Accessories,2025-01-04 04:04:00,22,424,17266,9,9328,-370524
4566,106,Delhi Store,North,210,Speaker,Accessories,2025-01-04 04:05:00,91,5822,36961,3,529802,-2833649
4567,102,Ahmedabad Store,East,202,Microphone,Electronics,2025-01-04 04:06:00,13,23903,23806,6,310739,1261
4568,103,Pune Store,East,213,Headphones,Accessories,2025-01-04 04:07:00,92,39240,5241,5,3610080,3127908
4569,108,Mumbai Store,South,205,Monitor,Electronics,2025-01-04 04:08:00,38,4663,11997,2,177194,-278692
4570,103,Ahmedabad Store,West,205,Headphones,Accessories,2025-01-04 04:09:00,15,47549,47578,2,713235,-435
4571,104,Mumbai Store,South,213,Headphones,Electronics,2025-01-04 04:10:00,96,3311,4666,9,317856,-130080
4572,102,Pune Store,West,204,SSD,Electronics,2025-01-04 04:11:00,79,38112,42641,7,3010848,-357791
4573,101,Pune Store,East,210,Mouse,Electronics,2025-01-04 04:12:00,56,24209,22400,9,1355704,101304
4574,101,Bangalore Store,West,210,SSD,Accessories,2025-01-04 04:13:00,87,34495,24302,1,3001065,886791
4575,105,Pune Store,North,215,SSD,Electronics,2025-01-04 04:14:00,36,16480,18964,5,593280,-89424
4576,105,Hyderabad Store,North,203,Printer,Accessories,2025-01-04 04:15:00,23,21267,26146,2,489141,-112217
4577,101,Mumbai Store,South,215,Projector,Accessories,2025-01-04 04:16:00,46,58101,35333,5,2672646,1047328
4578,103,Pune Store,North,207,Printer,Accessories,2025-01-04 04:17:00,97,1929,45260,9,187113,-4203107
4579,108,Bangalore Store,North,202,Webcam,Networking,2025-01-04 04:18:00,71,19820,2184,6,1407220,1252156
4580,106,Ahmedabad Store,South,209,Printer,Storage,2025-01-04 04:19:00,86,34924,26706,9,3003464,706748
4581,103,Kolkata Store,South,215,Printer,Storage,2025-01-04 04:20:00,68,13434,33860,9,913512,-1388968
4582,108,Bangalore Store,West,209,Projector,Electronics,2025-01-04 04:21:00,41,50163,1863,7,2056683,1980300
4583,105,Kolkata Store,South,209,Tablet,Electronics,2025-01-04 04:22:00,30,48208,27909,1,1446240,608970
4584,104,Kolkata Store,South,209,Microphone,Electronics,2025-01-04 04:23:00,58,35591,8839,9,2064278,1551616
4585,108,Bangalore Store,South,206,Keyboard,Accessories,2025-01-04 04:24:00,61,54773,8334,0,3341153,2832779
4586,101,Hyderabad Store,East,202,Tablet,Accessories,2025-01-04 04:25:00,55,35569,10794,0,1956295,1362625
4587,105,Pune Store,South,215,Keyboard,Accessories,2025-01-04 04:26:00,7,24968,11785,2,174776,92281
4588,105,Hyderabad Store,South,213,SSD,Storage,2025-01-04 04:27:00,38,2077,2359,8,78926,-10716
4589,106,Bangalore Store,West,203,Laptop,Electronics,2025-01-04 04:28:00,71,4183,5133,4,296993,-67450
4590,101,Chennai Store,West,206,Tablet,Electronics,2025-01-04 04:29:00,8,15764,36611,9,126112,-166776
4591,106,Ahmedabad Store,South,207,Mouse,Wearables,2025-01-04 04:30:00,96,58546,8448,5,5620416,4809408
4592,101,Kolkata Store,South,207,Smart Watch,Wearables,2025-01-04 04:31:00,76,5369,48194,5,408044,-3254700
4593,106,Kolkata Store,North,205,Keyboard,Electronics,2025-01-04 04:32:00,9,3550,1509,5,31950,18369
4594,108,Pune Store,East,214,Projector,Electronics,2025-01-04 04:33:00,9,14804,34094,2,133236,-173610
4595,103,Pune Store,North,215,Smart Watch,Networking,2025-01-04 04:34:00,64,1344,47747,0,86016,-2969792
4596,104,Hyderabad Store,West,207,Router,Electronics,2025-01-04 04:35:00,9,50893,11835,2,458037,351522
4597,104,Hyderabad Store,East,202,Smart Watch,Electronics,2025-01-04 04:36:00,21,20428,43434,5,428988,-483126
4598,101,Chennai Store,South,206,Monitor,Accessories,2025-01-04 04:37:00,85,33714,33439,8,2865690,23375
4599,102,Hyderabad Store,North,203,Microphone,Electronics,2025-01-04 04:38:00,45,25565,29961,3,1150425,-197820
4600,107,Hyderabad Store,East,214,Hard Disk,Wearables,2025-01-04 04:39:00,91,28024,25272,7,2550184,250432
4601,105,Pune Store,North,214,Laptop,Accessories,2025-01-04 04:40:00,36,11564,49466,7,416304,-1364472
4602,105,Mumbai Store,East,207,Speaker,Accessories,2025-01-04 04:41:00,47,50265,37353,7,2362455,606864
4603,101,Chennai Store,East,214,Headphones,Wearables,2025-01-04 04:42:00,96,35830,7181,5,3439680,2750304
4604,108,Kolkata Store,East,214,Keyboard,Wearables,2025-01-04 04:43:00,65,7705,28858,8,500825,-1374945
4605,106,Mumbai Store,West,215,Laptop,Electronics,2025-01-04 04:44:00,33,5458,44492,5,180114,-1288122
4606,102,Pune Store,West,215,Hard Disk,Accessories,2025-01-04 04:45:00,78,35722,21127,7,2786316,1138410
4607,103,Ahmedabad Store,North,214,Microphone,Electronics,2025-01-04 04:46:00,51,1597,10661,2,81447,-462264
4608,106,Chennai Store,North,209,Keyboard,Electronics,2025-01-04 04:47:00,43,27205,46182,5,1169815,-816011
4609,106,Chennai Store,North,206,Laptop,Accessories,2025-01-04 04:48:00,76,19312,32566,2,1467712,-1007304
4610,101,Chennai Store,North,206,Router,Accessories,2025-01-04 04:49:00,58,4582,34194,2,265756,-1717496
4611,101,Hyderabad Store,South,215,Laptop,Networking,2025-01-04 04:50:00,86,48742,38025,3,4191812,921662
4612,108,Bangalore Store,West,202,Hard Disk,Accessories,2025-01-04 04:51:00,35,28249,4857,8,988715,818720
4613,105,Delhi Store,South,213,Hard Disk,Electronics,2025-01-04 04:52:00,19,17939,45140,6,340841,-516819
4614,101,Bangalore Store,South,211,Tablet,Accessories,2025-01-04 04:53:00,27,52106,29656,1,1406862,606150
4615,101,Hyderabad Store,West,214,Tablet,Accessories,2025-01-04 04:54:00,95,45987,3172,7,4368765,4067425
4616,101,Hyderabad Store,West,202,Laptop,Electronics,2025-01-04 04:55:00,65,14537,31593,4,944905,-1108640
4617,108,Kolkata Store,North,207,SSD,Electronics,2025-01-04 04:56:00,80,2078,7727,5,166240,-451920
4618,105,Kolkata Store,South,214,Microphone,Storage,2025-01-04 04:57:00,72,27221,21170,7,1959912,435672
4619,103,Delhi Store,West,208,Hard Disk,Electronics,2025-01-04 04:58:00,96,13323,48654,2,1279008,-3391776
4620,103,Hyderabad Store,West,202,Monitor,Accessories,2025-01-04 04:59:00,2,57483,23861,9,114966,67244
4621,107,Chennai Store,South,212,Laptop,Storage,2025-01-04 05:00:00,30,37652,10137,9,1129560,825450
4622,107,Ahmedabad Store,South,207,Laptop,Storage,2025-01-04 05:01:00,43,6632,8053,6,285176,-61103
4623,101,Mumbai Store,North,210,Smart Watch,Accessories,2025-01-04 05:02:00,10,9191,2403,0,91910,67880
4624,107,Mumbai Store,West,206,Microphone,Networking,2025-01-04 05:03:00,51,13247,45414,2,675597,-1640517
4625,105,Chennai Store,South,214,Smart Watch,Electronics,2025-01-04 05:04:00,65,7238,39537,1,470470,-2099435
4626,108,Kolkata Store,South,204,Webcam,Electronics,2025-01-04 05:05:00,25,11823,49211,9,295575,-934700
4627,103,Ahmedabad Store,South,214,Tablet,Electronics,2025-01-04 05:06:00,76,2963,3292,3,225188,-25004
4628,106,Bangalore Store,East,207,Headphones,Accessories,2025-01-04 05:07:00,95,13885,35139,7,1319075,-2019130
4629,103,Mumbai Store,North,202,Projector,Accessories,2025-01-04 05:08:00,54,21473,22139,0,1159542,-35964
4630,103,Ahmedabad Store,West,211,Monitor,Electronics,2025-01-04 05:09:00,89,15755,1675,4,1402195,1253120
4631,105,Chennai Store,East,207,Keyboard,Electronics,2025-01-04 05:10:00,60,47262,5596,6,2835720,2499960
4632,107,Bangalore Store,West,211,SSD,Electronics,2025-01-04 05:11:00,15,50692,13466,9,760380,558390
4633,106,Ahmedabad Store,East,210,Hard Disk,Storage,2025-01-04 05:12:00,8,22783,33500,2,182264,-85736
4634,105,Pune Store,West,215,Webcam,Accessories,2025-01-04 05:13:00,3,21576,10563,2,64728,33039
4635,101,Mumbai Store,North,201,Headphones,Networking,2025-01-04 05:14:00,30,54911,44134,6,1647330,323310
4636,108,Chennai Store,West,207,Hard Disk,Wearables,2025-01-04 05:15:00,58,52957,46088,7,3071506,398402
4637,104,Mumbai Store,East,210,Microphone,Storage,2025-01-04 05:16:00,71,18116,16270,8,1286236,131066
4638,103,Mumbai Store,East,208,Speaker,Wearables,2025-01-04 05:17:00,51,7101,20364,5,362151,-676413
4639,104,Ahmedabad Store,West,209,Smart Watch,Accessories,2025-01-04 05:18:00,25,22925,22248,0,573125,16925
4640,108,Ahmedabad Store,West,211,Microphone,Wearables,2025-01-04 05:19:00,96,46347,3880,8,4449312,4076832
4641,108,Mumbai Store,West,209,Mouse,Accessories,2025-01-04 05:20:00,99,51963,11630,0,5144337,3992967
4642,105,Ahmedabad Store,West,202,Microphone,Electronics,2025-01-04 05:21:00,42,17084,23453,1,717528,-267498
4643,105,Delhi Store,South,206,Printer,Electronics,2025-01-04 05:22:00,79,4967,45910,1,392393,-3234497
4644,105,Bangalore Store,South,207,Hard Disk,Electronics,2025-01-04 05:23:00,18,20446,20009,9,368028,7866
4645,104,Mumbai Store,West,211,Projector,Accessories,2025-01-04 05:24:00,82,43714,41305,7,3584548,197538
4646,105,Kolkata Store,South,214,Keyboard,Storage,2025-01-04 05:25:00,1,12217,18616,1,12217,-6399
4647,108,Ahmedabad Store,West,202,Headphones,Electronics,2025-01-04 05:26:00,34,40477,30327,2,1376218,345100
4648,101,Kolkata Store,North,202,Headphones,Electronics,2025-01-04 05:27:00,42,9360,17946,8,393120,-360612
4649,105,Kolkata Store,East,204,Microphone,Electronics,2025-01-04 05:28:00,64,42708,17684,4,2733312,1601536
4650,102,Ahmedabad Store,North,203,Mouse,Accessories,2025-01-04 05:29:00,35,9281,46812,9,324835,-1313585
4651,107,Chennai Store,East,205,Laptop,Accessories,2025-01-04 05:30:00,14,26595,10748,3,372330,221858
4652,104,Delhi Store,North,208,Headphones,Electronics,2025-01-04 05:31:00,98,36479,8998,0,3574942,2693138
4653,102,Hyderabad Store,East,215,Laptop,Electronics,2025-01-04 05:32:00,77,45110,9216,8,3473470,2763838
4654,105,Hyderabad Store,East,214,Monitor,Electronics,2025-01-04 05:33:00,24,18042,38605,5,433008,-493512
4655,108,Bangalore Store,East,209,SSD,Accessories,2025-01-04 05:34:00,77,43219,41252,3,3327863,151459
4656,101,Chennai Store,South,215,Headphones,Electronics,2025-01-04 05:35:00,60,59656,41418,3,3579360,1094280
4657,103,Kolkata Store,South,211,Monitor,Accessories,2025-01-04 05:36:00,44,57633,19609,5,2535852,1673056
4658,106,Delhi Store,East,204,Mouse,Electronics,2025-01-04 05:37:00,96,49031,9390,8,4706976,3805536
4659,107,Kolkata Store,West,209,Webcam,Storage,2025-01-04 05:38:00,64,27813,39455,4,1780032,-745088
4660,106,Chennai Store,East,212,Mouse,Storage,2025-01-04 05:39:00,93,5077,26283,7,472161,-1972158
4661,105,Ahmedabad Store,East,213,Keyboard,Wearables,2025-01-04 05:40:00,41,2615,24496,0,107215,-897121
4662,107,Ahmedabad Store,West,208,Microphone,Storage,2025-01-04 05:41:00,68,33143,38226,7,2253724,-345644
4663,107,Ahmedabad Store,South,201,SSD,Electronics,2025-01-04 05:42:00,82,2318,42619,7,190076,-3304682
4664,101,Delhi Store,East,207,Microphone,Electronics,2025-01-04 05:43:00,11,43200,8289,7,475200,384021
4665,107,Pune Store,West,211,Webcam,Accessories,2025-01-04 05:44:00,70,59538,18411,1,4167660,2878890
4666,104,Pune Store,West,215,Tablet,Storage,2025-01-04 05:45:00,20,41400,31702,3,828000,193960
4667,102,Pune Store,West,213,Hard Disk,Accessories,2025-01-04 05:46:00,67,20950,13448,7,1403650,502634
4668,102,Delhi Store,West,206,Microphone,Accessories,2025-01-04 05:47:00,94,26336,15570,0,2475584,1012004
4669,102,Kolkata Store,North,203,Hard Disk,Electronics,2025-01-04 05:48:00,82,8780,25982,7,719960,-1410564
4670,104,Hyderabad Store,East,211,Laptop,Accessories,2025-01-04 05:49:00,91,9257,42929,2,842387,-3064152
4671,106,Pune Store,South,202,Printer,Accessories,2025-01-04 05:50:00,4,5397,38780,6,21588,-133532
4672,101,Kolkata Store,South,209,Tablet,Storage,2025-01-04 05:51:00,63,20931,27879,7,1318653,-437724
4673,107,Bangalore Store,North,213,Printer,Accessories,2025-01-04 05:52:00,48,32102,7061,3,1540896,1201968
4674,104,Bangalore Store,West,211,Laptop,Networking,2025-01-04 05:53:00,94,6635,10302,2,623690,-344698
4675,102,Chennai Store,North,206,Speaker,Electronics,2025-01-04 05:54:00,57,13019,37042,7,742083,-1369311
4676,105,Delhi Store,West,213,Speaker,Accessories,2025-01-04 05:55:00,9,18499,12350,2,166491,55341
4677,103,Kolkata Store,North,201,Speaker,Accessories,2025-01-04 05:56:00,30,53874,26790,8,1616220,812520
4678,107,Pune Store,South,203,Speaker,Accessories,2025-01-04 05:57:00,49,31234,32941,3,1530466,-83643
4679,104,Delhi Store,West,207,Monitor,Storage,2025-01-04 05:58:00,90,56132,16960,0,5051880,3525480
4680,108,Mumbai Store,East,203,Microphone,Accessories,2025-01-04 05:59:00,66,4029,21480,4,265914,-1151766
4681,104,Bangalore Store,East,215,Speaker,Accessories,2025-01-04 06:00:00,35,54884,23568,0,1920940,1096060
4682,101,Delhi Store,North,208,Router,Electronics,2025-01-04 06:01:00,97,52776,38948,6,5119272,1341316
4683,101,Chennai Store,West,214,Mouse,Accessories,2025-01-04 06:02:00,66,19120,14330,6,1261920,316140
4684,104,Pune Store,West,209,Smart Watch,Wearables,2025-01-04 06:03:00,15,32631,10556,3,489465,331125
4685,102,Ahmedabad Store,North,209,Hard Disk,Accessories,2025-01-04 06:04:00,81,54371,7134,0,4404051,3826197
4686,103,Hyderabad Store,West,207,Hard Disk,Electronics,2025-01-04 06:05:00,97,22055,10229,2,2139335,1147122
4687,107,Ahmedabad Store,South,214,Keyboard,Accessories,2025-01-04 06:06:00,11,13422,34179,0,147642,-228327
4688,101,Pune Store,North,211,Tablet,Wearables,2025-01-04 06:07:00,42,56933,20509,4,2391186,1529808
4689,107,Hyderabad Store,North,207,Webcam,Accessories,2025-01-04 06:08:00,1,10175,6508,2,10175,3667
4690,102,Bangalore Store,South,210,Monitor,Electronics,2025-01-04 06:09:00,42,58645,7835,9,2463090,2134020
4691,107,Ahmedabad Store,East,210,Webcam,Electronics,2025-01-04 06:10:00,21,48235,10823,2,1012935,785652
4692,105,Ahmedabad Store,East,208,Monitor,Accessories,2025-01-04 06:11:00,17,2682,21237,8,45594,-315435
4693,101,Pune Store,East,204,Speaker,Accessories,2025-01-04 06:12:00,76,51766,28476,2,3934216,1770040
4694,102,Bangalore Store,West,210,Headphones,Electronics,2025-01-04 06:13:00,86,57571,42959,1,4951106,1256632
4695,102,Mumbai Store,West,210,Keyboard,Storage,2025-01-04 06:14:00,25,35631,12318,9,890775,582825
4696,103,Kolkata Store,North,202,Monitor,Accessories,2025-01-04 06:15:00,26,32233,16359,3,838058,412724
4697,103,Bangalore Store,South,206,Printer,Accessories,2025-01-04 06:16:00,91,22275,35738,4,2027025,-1225133
4698,105,Delhi Store,West,205,Monitor,Electronics,2025-01-04 06:17:00,28,14734,16705,0,412552,-55188
4699,102,Delhi Store,North,211,SSD,Storage,2025-01-04 06:18:00,93,35391,2798,6,3291363,3031149
4700,106,Delhi Store,South,214,Laptop,Wearables,2025-01-04 06:19:00,71,18401,19031,9,1306471,-44730
4701,102,Kolkata Store,South,212,Mouse,Electronics,2025-01-04 06:20:00,47,15972,5974,0,750684,469906
4702,103,Delhi Store,East,207,Printer,Electronics,2025-01-04 06:21:00,45,38554,44092,5,1734930,-249210
4703,106,Mumbai Store,East,209,Monitor,Wearables,2025-01-04 06:22:00,38,26970,29336,2,1024860,-89908
4704,101,Ahmedabad Store,South,212,Monitor,Wearables,2025-01-04 06:23:00,49,10170,46130,7,498330,-1762040
4705,101,Bangalore Store,North,211,SSD,Networking,2025-01-04 06:24:00,78,55325,22253,8,4315350,2579616
4706,107,Ahmedabad Store,West,211,Router,Electronics,2025-01-04 06:25:00,23,10549,9972,4,242627,13271
4707,104,Bangalore Store,South,208,Tablet,Accessories,2025-01-04 06:26:00,47,15012,24682,3,705564,-454490
4708,103,Bangalore Store,West,213,Speaker,Accessories,2025-01-04 06:27:00,24,34744,7472,1,833856,654528
4709,104,Ahmedabad Store,South,205,Mouse,Electronics,2025-01-04 06:28:00,13,50361,22150,4,654693,366743
4710,106,Kolkata Store,East,209,Router,Electronics,2025-01-04 06:29:00,51,8143,11968,2,415293,-195075
4711,103,Mumbai Store,West,214,Headphones,Networking,2025-01-04 06:30:00,61,10517,33906,6,641537,-1426729
4712,105,Mumbai Store,East,204,Tablet,Accessories,2025-01-04 06:31:00,60,48563,4296,9,2913780,2656020
4713,102,Delhi Store,West,206,SSD,Electronics,2025-01-04 06:32:00,33,30043,33437,9,991419,-112002
4714,105,Pune Store,North,204,Mouse,Accessories,2025-01-04 06:33:00,71,6361,7423,4,451631,-75402
4715,106,Mumbai Store,West,202,Mouse,Storage,2025-01-04 06:34:00,99,16859,10793,6,1669041,600534
4716,103,Mumbai Store,East,207,Tablet,Electronics,2025-01-04 06:35:00,87,24833,40747,4,2160471,-1384518
4717,108,Chennai Store,West,212,Headphones,Electronics,2025-01-04 06:36:00,36,37590,31414,4,1353240,222336
4718,106,Delhi Store,South,201,Smart Watch,Accessories,2025-01-04 06:37:00,25,16216,31555,0,405400,-383475
4719,108,Ahmedabad Store,North,206,Monitor,Networking,2025-01-04 06:38:00,49,53689,9376,2,2630761,2171337
4720,102,Delhi Store,North,204,Headphones,Accessories,2025-01-04 06:39:00,88,17146,34631,7,1508848,-1538680
4721,101,Chennai Store,North,201,Microphone,Electronics,2025-01-04 06:40:00,94,40196,918,5,3778424,3692132
4722,101,Bangalore Store,North,210,Keyboard,Accessories,2025-01-04 06:41:00,62,45377,18294,3,2813374,1679146
4723,106,Pune Store,East,203,SSD,Accessories,2025-01-04 06:42:00,48,29656,28661,8,1423488,47760
4724,104,Kolkata Store,East,213,Laptop,Electronics,2025-01-04 06:43:00,56,50708,22336,0,2839648,1588832
4725,103,Chennai Store,North,211,Router,Accessories,2025-01-04 06:44:00,43,54774,10142,4,2355282,1919176
4726,103,Chennai Store,East,209,Headphones,Electronics,2025-01-04 06:45:00,90,44662,43163,2,4019580,134910
4727,101,Pune Store,East,213,Projector,Accessories,2025-01-04 06:46:00,24,16047,11989,8,385128,97392
4728,107,Kolkata Store,West,215,Mouse,Electronics,2025-01-04 06:47:00,14,29499,8421,6,412986,295092
4729,105,Ahmedabad Store,West,201,Laptop,Storage,2025-01-04 06:48:00,23,16076,19930,4,369748,-88642
4730,107,Ahmedabad Store,East,202,Headphones,Networking,2025-01-04 06:49:00,62,36284,22417,3,2249608,859754
4731,102,Ahmedabad Store,West,213,Keyboard,Storage,2025-01-04 06:50:00,58,57272,5542,7,3321776,3000340
4732,105,Pune Store,South,211,Mouse,Accessories,2025-01-04 06:51:00,83,31008,47686,3,2573664,-1384274
4733,105,Ahmedabad Store,West,204,Keyboard,Accessories,2025-01-04 06:52:00,13,41476,28484,3,539188,168896
4734,106,Kolkata Store,South,208,SSD,Accessories,2025-01-04 06:53:00,85,54491,13739,9,4631735,3463920
4735,101,Chennai Store,North,212,Laptop,Accessories,2025-01-04 06:54:00,76,4492,8372,5,341392,-294880
4736,107,Mumbai Store,East,207,Microphone,Electronics,2025-01-04 06:55:00,32,18484,43071,4,591488,-786784
4737,107,Chennai Store,North,205,SSD,Accessories,2025-01-04 06:56:00,47,36832,6048,5,1731104,1446848
4738,101,Ahmedabad Store,North,202,Microphone,Accessories,2025-01-04 06:57:00,28,11325,8450,0,317100,80500
4739,107,Hyderabad Store,South,208,Mouse,Networking,2025-01-04 06:58:00,79,38711,29825,2,3058169,701994
4740,108,Ahmedabad Store,West,207,Hard Disk,Electronics,2025-01-04 06:59:00,11,37119,43978,6,408309,-75449
4741,101,Chennai Store,East,215,Mouse,Storage,2025-01-04 07:00:00,17,31518,14500,0,535806,289306
4742,106,Bangalore Store,West,209,Printer,Electronics,2025-01-04 07:01:00,59,48284,2622,5,2848756,2694058
4743,104,Bangalore Store,East,212,Keyboard,Storage,2025-01-04 07:02:00,38,24664,30230,8,937232,-211508
4744,105,Pune Store,West,208,Speaker,Accessories,2025-01-04 07:03:00,54,23750,26070,0,1282500,-125280
4745,106,Kolkata Store,South,202,Microphone,Accessories,2025-01-04 07:04:00,78,37525,44229,1,2926950,-522912
4746,103,Bangalore Store,West,209,Microphone,Accessories,2025-01-04 07:05:00,25,12491,7144,1,312275,133675
4747,102,Chennai Store,South,206,Router,Electronics,2025-01-04 07:06:00,86,13161,43274,6,1131846,-2589718
4748,104,Delhi Store,North,213,Microphone,Electronics,2025-01-04 07:07:00,73,26584,16417,4,1940632,742191
4749,103,Bangalore Store,East,214,Router,Electronics,2025-01-04 07:08:00,31,52024,46185,7,1612744,181009
4750,105,Ahmedabad Store,West,210,Headphones,Storage,2025-01-04 07:09:00,39,743,21280,7,28977,-800943
4751,107,Chennai Store,West,205,Projector,Electronics,2025-01-04 07:10:00,88,20716,29316,5,1823008,-756800
4752,101,Bangalore Store,West,207,SSD,Electronics,2025-01-04 07:11:00,99,23514,19184,2,2327886,428670
4753,105,Mumbai Store,East,206,SSD,Accessories,2025-01-04 07:12:00,98,30770,45719,3,3015460,-1465002
